,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,PMP100_OnCourt,PMP100_On_Off,BadPassTO,LostBallTO,FoulC_Shoot,FoulC_Off,FoulD_Shoot,FoulD_Off,PGA,And1,Blkd,Season
229,190,Gerald Henderson,SG,28,POR,72,1431,,80%,20%,,,1.1,0.5,30,17,33,10,63,14,181,8,18,2016
230,191,John Henson,C,25,MIL,57,960,,,,23%,77%,-6.6,-3.4,23,16,65,8,55,4,118,10,12,2016
231,192,Mario Hezonja,SF,20,ORL,79,1413,,22%,72%,6%,,-1.0,0.9,50,24,60,12,18,3,237,6,15,2016
232,193,Roy Hibbert,C,29,LAL,81,1878,,,,,100%,-18.2,-15.1,30,14,170,23,56,5,216,10,30,2016
233,194,J.J. Hickson,C,27,TOT,35,436,,,,4%,96%,-7.2,-5.8,10,5,18,6,50,0,54,7,15,2016
234,194,J.J. Hickson,C,27,DEN,20,305,,,,2%,98%,-6.7,-3.9,8,2,14,6,30,0,35,3,10,2016
235,194,J.J. Hickson,C,27,WAS,15,131,,,,9%,91%,-8.3,-8.2,2,3,4,0,20,0,19,4,5,2016
236,195,Nenê,PF,33,WAS,57,1094,,,,11%,89%,2.1,3.5,32,23,69,16,86,8,214,16,22,2016
237,196,George Hill,PG,29,IND,74,2524,98%,2%,,,,2.1,0.5,50,26,57,12,50,17,596,11,32,2016
238,197,Jordan Hill,C,28,IND,73,1513,,,,26%,74%,1.6,-0.5,33,30,94,16,53,1,204,11,31,2016
239,198,Solomon Hill,SF,24,IND,59,866,,6%,55%,39%,,4.4,3.2,20,8,26,2,12,1,130,0,13,2016
240,199,Darrun Hilliard,SG,22,DET,38,383,,94%,6%,,,0.4,0.1,6,4,13,3,17,2,63,3,4,2016
241,200,Kirk Hinrich,PG,35,TOT,46,631,67%,33%,,,,1.0,0.0,19,5,26,2,6,7,171,2,6,2016
242,200,Kirk Hinrich,PG,35,CHI,35,555,69%,31%,,,,-1.1,0.6,18,5,25,2,6,5,136,2,5,2016
243,200,Kirk Hinrich,PG,35,ATL,11,76,50%,50%,,,,17.8,14.4,1,0,1,0,0,2,35,0,1,2016
244,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2016
245,201,Jrue Holiday,PG,25,NOP,65,1831,32%,65%,3%,,,0.3,7.7,107,45,60,4,90,14,901,21,49,2016
246,202,Justin Holiday,SG,26,TOT,53,773,10%,87%,3%,,,-3.8,-5.4,25,9,33,3,15,7,126,3,20,2016
247,202,Justin Holiday,SG,26,ATL,26,263,,99%,1%,,,-4.1,-8.3,7,4,10,1,4,3,26,0,8,2016
248,202,Justin Holiday,SG,26,CHI,27,510,15%,80%,4%,,,-3.7,-2.4,18,5,23,2,11,4,100,3,12,2016
249,203,Ryan Hollins,C,31,TOT,37,460,,,,1%,99%,-16.2,-15.7,5,7,33,9,17,1,22,3,13,2016
250,203,Ryan Hollins,C,31,WAS,5,48,,,,,100%,-18.3,-18.1,0,1,1,0,0,0,0,0,1,2016
251,203,Ryan Hollins,C,31,MEM,32,412,,,,1%,99%,-16.0,-15.2,5,6,32,9,17,1,22,3,12,2016
252,204,Rondae Hollis-Jefferson,SF,21,BRK,29,615,,61%,27%,12%,,-3.0,5.4,10,10,35,4,22,6,93,2,8,2016
253,205,Richaun Holmes,PF,22,PHI,51,702,,,,37%,63%,-4.1,8.1,12,10,56,5,39,5,78,9,19,2016
254,206,Rodney Hood,SG,23,UTA,79,2541,4%,89%,7%,,,2.3,1.1,59,39,102,15,81,6,505,8,39,2016
255,207,Al Horford,C,29,ATL,82,2631,,,,10%,90%,3.9,0.8,50,29,88,15,57,1,627,16,35,2016
256,208,Dwight Howard,C,30,HOU,71,2280,,,,,100%,0.3,0.6,48,35,90,40,172,1,233,49,48,2016
257,209,Marcelo Huertas,PG,32,LAL,53,869,100%,,,,,0.4,13.6,60,11,33,3,11,8,415,6,14,2016
258,210,Josh Huestis,PF,24,OKC,5,55,,,22%,78%,,-1.2,-8.5,2,1,1,0,1,0,0,0,0,2016
259,211,Kris Humphries,PF,30,TOT,53,835,,,,58%,42%,-5.0,-3.9,16,11,45,2,23,6,82,3,17,2016
260,211,Kris Humphries,PF,30,WAS,28,466,,,,75%,26%,-6.9,-7.3,10,4,21,0,9,5,35,1,10,2016
261,211,Kris Humphries,PF,30,PHO,4,74,,,,100%,,-18.2,-11.2,1,1,2,1,1,1,15,0,3,2016
262,211,Kris Humphries,PF,30,ATL,21,295,,,,22%,78%,1.5,-2.4,5,6,22,1,13,0,32,2,4,2016
263,212,R.J. Hunter,SG,22,BOS,36,315,21%,69%,10%,1%,,-3.8,-7.7,6,3,13,2,3,1,27,1,4,2016
264,213,Serge Ibaka,PF,26,OKC,78,2500,,,,92%,9%,10.1,7.8,31,36,124,18,51,4,170,15,27,2016
265,214,Andre Iguodala,SF,32,GSW,65,1732,,1%,85%,15%,,13.5,4.3,51,17,67,4,29,10,522,9,10,2016
266,215,Ersan İlyasova,PF,28,TOT,74,1881,,,,96%,4%,-4.1,-4.6,25,15,77,10,68,23,158,9,41,2016
267,215,Ersan İlyasova,PF,28,DET,52,1434,,,,100%,,-1.6,-3.1,19,15,56,8,48,18,131,5,30,2016
268,215,Ersan İlyasova,PF,28,ORL,22,447,,,,83%,17%,-11.9,-11.6,6,0,21,2,20,5,27,4,11,2016
269,216,Joe Ingles,SF,28,UTA,81,1241,,,81%,19%,,-1.8,-5.4,42,5,29,8,6,3,219,4,7,2016
270,217,Damien Inglis,SF,20,MIL,20,156,,,80%,20%,,-9.8,-6.0,7,1,9,0,2,0,22,0,3,2016
271,218,Kyrie Irving,PG,23,CLE,53,1667,99%,2%,,,,6.4,-0.3,57,49,39,7,69,6,597,19,54,2016
272,219,Jarrett Jack,PG,32,BRK,32,1027,89%,11%,,,,-6.0,2.1,65,24,25,4,33,5,509,3,23,2016
273,220,Reggie Jackson,PG,25,DET,79,2424,100%,,,,,2.2,4.6,134,58,72,21,113,18,1150,30,69,2016
274,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2016
275,221,LeBron James,SF,31,CLE,76,2709,,,77%,23%,,11.5,15.8,145,54,47,32,219,13,1262,74,69,2016
276,222,Al Jefferson,C,31,CHO,47,1096,,,,51%,49%,2.7,-0.2,11,14,85,6,59,2,164,15,36,2016
277,223,Cory Jefferson,PF,25,PHO,8,50,,,,100%,,-5.1,2.2,0,0,2,0,2,1,0,0,3,2016
278,224,Richard Jefferson,SF,35,CLE,74,1326,,19%,68%,13%,,-2.0,-12.7,18,13,68,2,36,10,139,7,11,2016
279,225,John Jenkins,SG,24,TOT,43,480,14%,60%,25%,,,-6.2,-2.6,13,7,12,1,11,0,83,5,6,2016
280,225,John Jenkins,SG,24,DAL,21,193,16%,55%,28%,1%,,3.1,3.5,3,4,8,0,3,0,22,2,2,2016
281,225,John Jenkins,SG,24,PHO,22,287,13%,64%,23%,,,-12.1,-5.2,10,3,4,1,8,0,61,3,4,2016
282,226,Brandon Jennings,PG,26,TOT,48,868,100%,,,,,0.4,1.1,38,15,29,2,27,6,395,6,7,2016
283,226,Brandon Jennings,PG,26,DET,23,416,100%,,,,,4.0,4.1,14,6,16,1,15,1,168,3,6,2016
284,226,Brandon Jennings,PG,26,ORL,25,452,100%,,,,,-2.8,-1.3,24,9,13,1,12,5,227,3,1,2016
285,227,Jonas Jerebko,PF,28,BOS,78,1176,,,6%,78%,16%,2.8,-0.7,13,16,56,10,26,11,142,5,23,2016
286,228,Amir Johnson,PF,28,BOS,79,1800,,,2%,89%,9%,5.2,3.4,41,22,88,20,42,8,320,6,26,2016
287,229,Chris Johnson,SF,25,UTA,70,857,2%,67%,31%,,,4.2,3.0,16,12,38,3,15,2,103,3,14,2016
288,230,James Johnson,PF,28,TOR,57,926,,,3%,84%,13%,0.8,-5.2,19,22,36,5,34,0,156,6,13,2016
289,231,Joe Johnson,SF,34,TOT,81,2703,,,83%,17%,,-1.2,2.5,84,50,48,16,54,4,711,9,28,2016
290,231,Joe Johnson,SF,34,BRK,57,1934,,,91%,9%,,-4.3,6.5,64,35,34,10,40,3,522,5,23,2016
291,231,Joe Johnson,SF,34,MIA,24,769,,,64%,36%,,6.6,5.7,20,15,14,6,14,1,189,4,5,2016
